Date,Hour,Neighborhood,Cases,Deaths,Recovered
2020-04-24,18:00:00,COMPLEXO DO ALEMAO,2,0,1
2020-04-24,18:00:00,COPACABANA,224,22,116
2020-04-24,18:00:00,CORDOVIL,18,1,6
2020-04-24,18:00:00,COSME VELHO,8,1,6
2020-04-24,18:00:00,COSMOS,16,1,9
2020-04-24,18:00:00,COSTA BARROS,13,0,5
2020-04-24,18:00:00,CURICICA,13,2,6
2020-04-24,18:00:00,DEL CASTILHO,13,1,7
2020-04-24,18:00:00,DEODORO,12,1,3
2020-04-24,18:00:00,ENCANTADO,7,1,1
2020-04-24,18:00:00,ENGENHO DA RAINHA,16,2,8
2020-04-24,18:00:00,ENGENHO DE DENTRO,17,0,9
2020-04-24,18:00:00,ENGENHO NOVO,36,2,12
2020-04-24,18:00:00,ESTACIO,9,1,6
2020-04-24,18:00:00,FLAMENGO,72,6,43
2020-04-24,18:00:00,FORA DO MUNICIPIO,135,1,95
2020-04-24,18:00:00,FREGUESIA-ILHA,15,0,11
2020-04-24,18:00:00,FREGUESIA-JPA,31,2,15
2020-04-24,18:00:00,GALEAO,5,1,1
2020-04-24,18:00:00,GAMBOA,1,0,1
2020-04-24,18:00:00,GARDENIA AZUL,8,3,3
2020-04-24,18:00:00,GAVEA,31,5,17
2020-04-24,18:00:00,GLORIA,4,0,1
2020-04-24,18:00:00,GRAJAU,25,1,11
2020-04-24,18:00:00,GUADALUPE,18,1,7
2020-04-24,18:00:00,GUARATIBA,17,2,4
2020-04-24,18:00:00,HIGIENOPOLIS,9,0,6
2020-04-24,18:00:00,HONORIO GURGEL,7,0,2
2020-04-24,18:00:00,HUMAITA,18,0,10
2020-04-24,18:00:00,INDEFINIDO,261,0,96
2020-04-24,18:00:00,INHAUMA,29,3,13
2020-04-24,18:00:00,INHOAIBA,9,1,3
2020-04-24,18:00:00,IPANEMA,95,8,61
2020-04-24,18:00:00,IRAJA,49,8,18
2020-04-24,18:00:00,ITANHANGA,23,3,11
2020-04-24,18:00:00,JACARE,6,0,3
2020-04-24,18:00:00,JACAREPAGUA,85,9,43
2020-04-24,18:00:00,JACAREZINHO,1,0,1
2020-04-24,18:00:00,JARDIM AMERICA,17,0,7
2020-04-24,18:00:00,JARDIM BOTANICO,41,3,28
2020-04-24,18:00:00,JARDIM CARIOCA,13,2,5
2020-04-24,18:00:00,JARDIM GUANABARA,18,1,10
2020-04-24,18:00:00,JARDIM SULACAP,9,1,4
2020-04-24,18:00:00,JOA,2,0,2
2020-04-24,18:00:00,LAGOA,60,1,45
2020-04-24,18:00:00,LARANJEIRAS,46,7,24
2020-04-24,18:00:00,LEBLON,120,3,89
2020-04-24,18:00:00,LEME,17,2,10
2020-04-24,18:00:00,LINS DE VASCONCELOS,13,1,8
2020-04-24,18:00:00,MADUREIRA,12,1,4
2020-04-24,18:00:00,MAGALHAES BASTOS,10,1,3
2020-04-24,18:00:00,MANGUEIRA,15,0,5
2020-04-24,18:00:00,MANGUINHOS,11,1,6
2020-04-24,18:00:00,MARACANA,20,1,9
2020-04-24,18:00:00,MARE,12,4,4
2020-04-24,18:00:00,MARECHAL HERMES,25,1,14
2020-04-24,18:00:00,MARIA DA GRACA,2,0,0
2020-04-24,18:00:00,MEIER,52,0,33
2020-04-24,18:00:00,MONERO,1,0,0
2020-04-24,18:00:00,OLARIA,31,2,12
2020-04-24,18:00:00,OSWALDO CRUZ,10,2,2
2020-04-24,18:00:00,PACIENCIA,22,2,10
2020-04-24,18:00:00,PADRE MIGUEL,24,5,11
2020-04-24,18:00:00,PAQUETA,1,0,1
2020-04-24,18:00:00,PARADA DE LUCAS,9,0,6
2020-04-24,18:00:00,PARQUE ANCHIETA,4,0,3
2020-04-24,18:00:00,PAVUNA,37,3,21
2020-04-24,18:00:00,PECHINCHA,21,3,9
2020-04-24,18:00:00,PEDRA DE GUARATIBA,5,2,1
2020-04-24,18:00:00,PENHA,26,2,5
2020-04-24,18:00:00,PENHA CIRCULAR,9,2,5
2020-04-24,18:00:00,PIEDADE,29,5,9
2020-04-24,18:00:00,PILARES,10,1,4
2020-04-24,18:00:00,PITANGUEIRAS,4,1,1
2020-04-24,18:00:00,PORTUGUESA,11,1,4
2020-04-24,18:00:00,PRACA DA BANDEIRA,6,0,3
2020-04-24,18:00:00,PRACA SECA,19,1,11
2020-04-24,18:00:00,PRAIA DA BANDEIRA,2,0,2
2020-04-24,18:00:00,QUINTINO BOCAIUVA,10,2,4
2020-04-24,18:00:00,RAMOS,22,2,9
2020-04-24,18:00:00,REALENGO,75,13,26
2020-04-24,18:00:00,RECREIO DOS BANDEIRANTES,69,9,26
2020-04-24,18:00:00,RIACHUELO,5,0,2
2020-04-24,18:00:00,RIBEIRA,2,0,2
2020-04-24,18:00:00,RICARDO ALBUQUERQUE,5,0,0
2020-04-24,18:00:00,RIO COMPRIDO,32,3,15
2020-04-24,18:00:00,ROCHA,9,0,5
2020-04-24,18:00:00,ROCHA MIRANDA,21,2,6
2020-04-24,18:00:00,ROCINHA,54,6,19
2020-04-24,18:00:00,SAMPAIO,4,0,4
2020-04-24,18:00:00,SANTA CRUZ,41,8,12
2020-04-24,18:00:00,SANTA TERESA,18,1,9
2020-04-24,18:00:00,SANTISSIMO,24,2,12
2020-04-24,18:00:00,SANTO CRISTO,8,1,2
2020-04-24,18:00:00,SAO CONRADO,33,1,23
2020-04-24,18:00:00,SAO CRISTOVAO,19,1,8
2020-04-24,18:00:00,SAO FRANCISCO XAVIER,3,0,2
2020-04-24,18:00:00,SAUDE,1,0,1
2020-04-24,18:00:00,SENADOR CAMARA,18,2,6
2020-04-24,18:00:00,SENADOR VASCONCELOS,6,1,1
2020-04-24,18:00:00,SEPETIBA,11,3,4
2020-04-24,18:00:00,TANQUE,10,2,3
2020-04-24,18:00:00,TAQUARA,41,2,19
2020-04-24,18:00:00,TAUA,11,1,4
2020-04-24,18:00:00,TIJUCA,168,16,65
2020-04-24,18:00:00,TODOS OS SANTOS,9,1,3
2020-04-24,18:00:00,TOMAS COELHO,7,0,3
2020-04-24,18:00:00,TURIACU,2,0,1
2020-04-24,18:00:00,URCA,8,0,5
2020-04-24,18:00:00,VARGEM GRANDE,6,0,5
2020-04-24,18:00:00,VARGEM PEQUENA,3,1,2
2020-04-24,18:00:00,VAZ LOBO,14,1,4
2020-04-24,18:00:00,VICENTE DE CARVALHO,12,3,6
2020-04-24,18:00:00,VIDIGAL,6,1,1
2020-04-24,18:00:00,VIGARIO GERAL,18,5,2
2020-04-24,18:00:00,VILA DA PENHA,17,3,9
2020-04-24,18:00:00,VILA ISABEL,68,7,28
2020-04-24,18:00:00,VILA KENNEDY,1,1,0
2020-04-24,18:00:00,VILA KOSMOS,8,0,4
2020-04-24,18:00:00,VILA VALQUEIRE,16,2,2
2020-04-24,18:00:00,VISTA ALEGRE,11,1,3
2020-04-25,18:00:00,ABOLICAO,8,1,3
2020-04-25,18:00:00,ACARI,11,2,4
2020-04-25,18:00:00,AGUA SANTA,1,0,1
2020-04-25,18:00:00,ALTO DA BOA VISTA,8,1,3
2020-04-25,18:00:00,ANCHIETA,35,1,22
2020-04-25,18:00:00,ANDARAI,18,1,11
2020-04-25,18:00:00,ANIL,18,0,12
2020-04-25,18:00:00,BANCARIOS,5,2,1
2020-04-25,18:00:00,BANGU,87,13,44
2020-04-25,18:00:00,BARRA DA TIJUCA,246,11,157
2020-04-25,18:00:00,BARROS FILHO,11,2,5
2020-04-25,18:00:00,BENFICA,17,4,7
2020-04-25,18:00:00,BENTO RIBEIRO,15,1,9
2020-04-25,18:00:00,BONSUCESSO,52,9,22
2020-04-25,18:00:00,BOTAFOGO,129,5,87
2020-04-25,18:00:00,BRAS DE PINA,27,5,11
2020-04-25,18:00:00,CACHAMBI,18,0,9
2020-04-25,18:00:00,CACUIA,7,2,2
2020-04-25,18:00:00,CAJU,7,1,3
2020-04-25,18:00:00,CAMORIM,3,0,2
2020-04-25,18:00:00,CAMPINHO,6,1,1
2020-04-25,18:00:00,CAMPO DOS AFONSOS,1,0,0
2020-04-25,18:00:00,CAMPO GRANDE,140,19,61
2020-04-25,18:00:00,CASCADURA,10,1,6
2020-04-25,18:00:00,CATETE,18,2,9
2020-04-25,18:00:00,CATUMBI,11,1,6
2020-04-25,18:00:00,CAVALCANTE,4,0,3
2020-04-25,18:00:00,CENTRO,48,2,29
2020-04-25,18:00:00,CIDADE DE DEUS,17,3,5
2020-04-25,18:00:00,CIDADE NOVA,1,0,1
2020-04-25,18:00:00,CIDADE UNIVERSITARIA,2,0,1
2020-04-25,18:00:00,COCOTA,2,1,0
2020-04-25,18:00:00,COELHO NETO,20,2,10
2020-04-25,18:00:00,COLEGIO,17,2,10
2020-04-25,18:00:00,COMPLEXO DO ALEMAO,2,0,1
2020-04-25,18:00:00,COPACABANA,230,22,129
2020-04-25,18:00:00,CORDOVIL,18,1,7
2020-04-25,18:00:00,COSME VELHO,8,1,7
2020-04-25,18:00:00,COSMOS,16,1,11
2020-04-25,18:00:00,COSTA BARROS,13,0,7
2020-04-25,18:00:00,CURICICA,13,2,6
2020-04-25,18:00:00,DEL CASTILHO,13,1,7
2020-04-25,18:00:00,DEODORO,12,1,4
2020-04-25,18:00:00,ENCANTADO,7,1,1
2020-04-25,18:00:00,ENGENHO DA RAINHA,16,2,9
2020-04-25,18:00:00,ENGENHO DE DENTRO,17,0,11
2020-04-25,18:00:00,ENGENHO NOVO,35,2,13
2020-04-25,18:00:00,ESTACIO,9,1,6
2020-04-25,18:00:00,FLAMENGO,74,6,45
2020-04-25,18:00:00,FORA DO MUNICIPIO,134,1,98
2020-04-25,18:00:00,FREGUESIA-ILHA,15,0,12
2020-04-25,18:00:00,FREGUESIA-JPA,31,2,17
2020-04-25,18:00:00,GALEAO,5,1,1
2020-04-25,18:00:00,GAMBOA,1,0,1
2020-04-25,18:00:00,GARDENIA AZUL,8,3,4
2020-04-25,18:00:00,GAVEA,32,5,18
2020-04-25,18:00:00,GLORIA,5,0,1
2020-04-25,18:00:00,GRAJAU,25,1,12
2020-04-25,18:00:00,GUADALUPE,18,1,8
2020-04-25,18:00:00,GUARATIBA,18,2,4
2020-04-25,18:00:00,HIGIENOPOLIS,9,0,7
2020-04-25,18:00:00,HONORIO GURGEL,8,0,2
2020-04-25,18:00:00,HUMAITA,18,0,11
2020-04-25,18:00:00,INDEFINIDO,608,11,302
2020-04-25,18:00:00,INHAUMA,29,3,14
2020-04-25,18:00:00,INHOAIBA,9,1,3
2020-04-25,18:00:00,IPANEMA,97,8,71
2020-04-25,18:00:00,IRAJA,49,8,22
2020-04-25,18:00:00,ITANHANGA,24,3,13
2020-04-25,18:00:00,JACARE,6,0,3
2020-04-25,18:00:00,JACAREPAGUA,84,9,50
2020-04-25,18:00:00,JACAREZINHO,1,0,1
2020-04-25,18:00:00,JARDIM AMERICA,17,0,9
2020-04-25,18:00:00,JARDIM BOTANICO,41,3,30
2020-04-25,18:00:00,JARDIM CARIOCA,13,2,5
2020-04-25,18:00:00,JARDIM GUANABARA,18,1,12
2020-04-25,18:00:00,JARDIM SULACAP,9,1,5
2020-04-25,18:00:00,JOA,2,0,2
2020-04-25,18:00:00,LAGOA,62,1,47
2020-04-25,18:00:00,LARANJEIRAS,48,7,27
2020-04-25,18:00:00,LEBLON,123,3,96
2020-04-25,18:00:00,LEME,17,2,12
2020-04-25,18:00:00,LINS DE VASCONCELOS,13,1,8
2020-04-25,18:00:00,MADUREIRA,13,1,5
2020-04-25,18:00:00,MAGALHAES BASTOS,10,1,3
2020-04-25,18:00:00,MANGUEIRA,15,0,5
2020-04-25,18:00:00,MANGUINHOS,11,1,7
2020-04-25,18:00:00,MARACANA,20,1,9
2020-04-25,18:00:00,MARE,12,4,4
2020-04-25,18:00:00,MARECHAL HERMES,25,1,14
2020-04-25,18:00:00,MARIA DA GRACA,2,0,0
2020-04-25,18:00:00,MEIER,52,0,35
2020-04-25,18:00:00,MONERO,1,0,1
2020-04-25,18:00:00,OLARIA,31,2,13
2020-04-25,18:00:00,OSWALDO CRUZ,10,2,4
2020-04-25,18:00:00,PACIENCIA,23,2,11
2020-04-25,18:00:00,PADRE MIGUEL,24,5,12
2020-04-25,18:00:00,PAQUETA,1,0,1
2020-04-25,18:00:00,PARADA DE LUCAS,10,0,7
2020-04-25,18:00:00,PARQUE ANCHIETA,4,0,3
2020-04-25,18:00:00,PAVUNA,38,3,22
2020-04-25,18:00:00,PECHINCHA,21,3,10
2020-04-25,18:00:00,PEDRA DE GUARATIBA,5,2,2
2020-04-25,18:00:00,PENHA,27,2,5
2020-04-25,18:00:00,PENHA CIRCULAR,9,2,6
2020-04-25,18:00:00,PIEDADE,29,5,11
2020-04-25,18:00:00,PILARES,10,1,4
2020-04-25,18:00:00,PITANGUEIRAS,4,1,1
2020-04-25,18:00:00,PORTUGUESA,11,1,5
2020-04-25,18:00:00,PRACA DA BANDEIRA,6,0,3
2020-04-25,18:00:00,PRACA SECA,19,1,13
2020-04-25,18:00:00,PRAIA DA BANDEIRA,2,0,2
2020-04-25,18:00:00,QUINTINO BOCAIUVA,10,2,4
2020-04-25,18:00:00,RAMOS,22,2,10
2020-04-25,18:00:00,REALENGO,75,14,29
2020-04-25,18:00:00,RECREIO DOS BANDEIRANTES,70,9,32
2020-04-25,18:00:00,RIACHUELO,6,1,2
2020-04-25,18:00:00,RIBEIRA,2,0,2
2020-04-25,18:00:00,RICARDO ALBUQUERQUE,6,0,1
2020-04-25,18:00:00,RIO COMPRIDO,32,3,17
2020-04-25,18:00:00,ROCHA,9,0,6
2020-04-25,18:00:00,ROCHA MIRANDA,21,2,9
2020-04-25,18:00:00,ROCINHA,54,6,30
2020-04-25,18:00:00,SAMPAIO,4,0,4
2020-04-25,18:00:00,SANTA CRUZ,41,9,15
2020-04-25,18:00:00,SANTA TERESA,18,1,11
2020-04-25,18:00:00,SANTISSIMO,24,2,13
2020-04-25,18:00:00,SANTO CRISTO,8,1,2
2020-04-25,18:00:00,SAO CONRADO,34,1,25
2020-04-25,18:00:00,SAO CRISTOVAO,19,1,9
2020-04-25,18:00:00,SAO FRANCISCO XAVIER,3,0,2
2020-04-25,18:00:00,SAUDE,1,0,1
2020-04-25,18:00:00,SENADOR CAMARA,18,2,8
2020-04-25,18:00:00,SENADOR VASCONCELOS,6,1,2
2020-04-25,18:00:00,SEPETIBA,11,3,4
2020-04-25,18:00:00,TANQUE,10,2,3
2020-04-25,18:00:00,TAQUARA,44,2,23
2020-04-25,18:00:00,TAUA,11,1,4
2020-04-25,18:00:00,TIJUCA,169,16,74
2020-04-25,18:00:00,TODOS OS SANTOS,9,1,3
2020-04-25,18:00:00,TOMAS COELHO,7,1,3
2020-04-25,18:00:00,TURIACU,2,0,1
2020-04-25,18:00:00,URCA,8,0,5
2020-04-25,18:00:00,VARGEM GRANDE,6,0,5
2020-04-25,18:00:00,VARGEM PEQUENA,3,1,2
2020-04-25,18:00:00,VAZ LOBO,14,1,5
2020-04-25,18:00:00,VICENTE DE CARVALHO,13,4,7
2020-04-25,18:00:00,VIDIGAL,6,1,2
2020-04-25,18:00:00,VIGARIO GERAL,18,5,4
2020-04-25,18:00:00,VILA DA PENHA,18,4,9
2020-04-25,18:00:00,VILA ISABEL,68,7,29
2020-04-25,18:00:00,VILA KENNEDY,1,1,0
2020-04-25,18:00:00,VILA KOSMOS,8,0,4
2020-04-25,18:00:00,VILA VALQUEIRE,16,2,3
2020-04-25,18:00:00,VISTA ALEGRE,11,1,3
2020-04-26,18:00:00,ABOLICAO,8,1,4
2020-04-26,18:00:00,ACARI,11,2,4
2020-04-26,18:00:00,AGUA SANTA,1,0,1
2020-04-26,18:00:00,ALTO DA BOA VISTA,8,1,3
2020-04-26,18:00:00,ANCHIETA,35,1,22
2020-04-26,18:00:00,ANDARAI,18,1,11
2020-04-26,18:00:00,ANIL,18,0,13
2020-04-26,18:00:00,BANCARIOS,5,2,1
2020-04-26,18:00:00,BANGU,87,13,46
2020-04-26,18:00:00,BARRA DA TIJUCA,246,11,166
2020-04-26,18:00:00,BARROS FILHO,11,2,5
2020-04-26,18:00:00,BENFICA,17,4,8
2020-04-26,18:00:00,BENTO RIBEIRO,15,1,9
2020-04-26,18:00:00,BONSUCESSO,52,9,23
2020-04-26,18:00:00,BOTAFOGO,129,6,91
2020-04-26,18:00:00,BRAS DE PINA,27,5,13
2020-04-26,18:00:00,CACHAMBI,18,0,9
2020-04-26,18:00:00,CACUIA,7,2,2
2020-04-26,18:00:00,CAJU,7,1,3
2020-04-26,18:00:00,CAMORIM,3,0,2
2020-04-26,18:00:00,CAMPINHO,6,1,1
2020-04-26,18:00:00,CAMPO DOS AFONSOS,1,0,1
2020-04-26,18:00:00,CAMPO GRANDE,140,20,67
2020-04-26,18:00:00,CASCADURA,10,1,6
2020-04-26,18:00:00,CATETE,19,2,10
2020-04-26,18:00:00,CATUMBI,11,1,6
2020-04-26,18:00:00,CAVALCANTE,4,0,3
2020-04-26,18:00:00,CENTRO,49,2,32
2020-04-26,18:00:00,CIDADE DE DEUS,17,3,5
2020-04-26,18:00:00,CIDADE NOVA,1,0,1
2020-04-26,18:00:00,CIDADE UNIVERSITARIA,2,0,1
2020-04-26,18:00:00,COCOTA,2,1,0
2020-04-26,18:00:00,COELHO NETO,20,2,10
2020-04-26,18:00:00,COLEGIO,17,2,10
2020-04-26,18:00:00,COMPLEXO DO ALEMAO,2,0,2
2020-04-26,18:00:00,COPACABANA,230,22,137
2020-04-26,18:00:00,CORDOVIL,18,1,7
2020-04-26,18:00:00,COSME VELHO,8,1,7
2020-04-26,18:00:00,COSMOS,16,1,11
2020-04-26,18:00:00,COSTA BARROS,13,0,7
2020-04-26,18:00:00,CURICICA,13,2,6
2020-04-26,18:00:00,DEL CASTILHO,13,1,7
2020-04-26,18:00:00,DEODORO,12,1,4
2020-04-26,18:00:00,ENCANTADO,7,1,1
2020-04-26,18:00:00,ENGENHO DA RAINHA,16,2,10
2020-04-26,18:00:00,ENGENHO DE DENTRO,17,0,11
2020-04-26,18:00:00,ENGENHO NOVO,35,2,13
2020-04-26,18:00:00,ESTACIO,9,1,6
2020-04-26,18:00:00,FLAMENGO,74,6,45
2020-04-26,18:00:00,FORA DO MUNICIPIO,135,1,102
2020-04-26,18:00:00,FREGUESIA-ILHA,15,0,12
2020-04-26,18:00:00,FREGUESIA-JPA,31,2,18
2020-04-26,18:00:00,GALEAO,5,1,2
2020-04-26,18:00:00,GAMBOA,1,0,1
2020-04-26,18:00:00,GARDENIA AZUL,8,3,4
2020-04-26,18:00:00,GAVEA,32,5,19
2020-04-26,18:00:00,GLORIA,5,0,2
2020-04-26,18:00:00,GRAJAU,25,1,12
2020-04-26,18:00:00,GUADALUPE,18,1,8
2020-04-26,18:00:00,GUARATIBA,18,2,5
2020-04-26,18:00:00,HIGIENOPOLIS,9,0,7
2020-04-26,18:00:00,HONORIO GURGEL,8,0,3
2020-04-26,18:00:00,HUMAITA,19,0,13
2020-04-26,18:00:00,INDEFINIDO,618,22,304
2020-04-26,18:00:00,INHAUMA,29,3,15
2020-04-26,18:00:00,INHOAIBA,9,1,3
2020-04-26,18:00:00,IPANEMA,97,8,74
2020-04-26,18:00:00,IRAJA,49,8,24
2020-04-26,18:00:00,ITANHANGA,24,3,13
2020-04-26,18:00:00,JACARE,6,0,3
2020-04-26,18:00:00,JACAREPAGUA,84,9,52
2020-04-26,18:00:00,JACAREZINHO,1,0,1
2020-04-26,18:00:00,JARDIM AMERICA,17,0,10
2020-04-26,18:00:00,JARDIM BOTANICO,41,3,31
2020-04-26,18:00:00,JARDIM CARIOCA,13,2,5
2020-04-26,18:00:00,JARDIM GUANABARA,18,1,13
2020-04-26,18:00:00,JARDIM SULACAP,9,1,5
2020-04-26,18:00:00,JOA,2,0,2
2020-04-26,18:00:00,LAGOA,62,1,48
2020-04-26,18:00:00,LARANJEIRAS,48,7,27
2020-04-26,18:00:00,LEBLON,124,3,99
2020-04-26,18:00:00,LEME,17,2,12
2020-04-26,18:00:00,LINS DE VASCONCELOS,13,1,8
2020-04-26,18:00:00,MADUREIRA,13,1,5
2020-04-26,18:00:00,MAGALHAES BASTOS,10,1,3
2020-04-26,18:00:00,MANGUEIRA,15,0,5
2020-04-26,18:00:00,MANGUINHOS,11,1,7
2020-04-26,18:00:00,MARACANA,20,1,10
2020-04-26,18:00:00,MARE,12,4,4
2020-04-26,18:00:00,MARECHAL HERMES,25,1,14
2020-04-26,18:00:00,MARIA DA GRACA,2,0,0
2020-04-26,18:00:00,MEIER,52,0,35
2020-04-26,18:00:00,MONERO,1,0,1
2020-04-26,18:00:00,OLARIA,31,3,13
2020-04-26,18:00:00,OSWALDO CRUZ,10,2,5
2020-04-26,18:00:00,PACIENCIA,24,2,12
2020-04-26,18:00:00,PADRE MIGUEL,24,5,12
2020-04-26,18:00:00,PAQUETA,1,0,1
2020-04-26,18:00:00,PARADA DE LUCAS,10,0,8
2020-04-26,18:00:00,PARQUE ANCHIETA,4,0,3
2020-04-26,18:00:00,PAVUNA,38,3,24
2020-04-26,18:00:00,PECHINCHA,21,3,10
2020-04-26,18:00:00,PEDRA DE GUARATIBA,5,2,2
2020-04-26,18:00:00,PENHA,27,2,5
2020-04-26,18:00:00,PENHA CIRCULAR,9,2,6
2020-04-26,18:00:00,PIEDADE,29,5,11
2020-04-26,18:00:00,PILARES,10,1,6
2020-04-26,18:00:00,PITANGUEIRAS,4,1,1
2020-04-26,18:00:00,PORTUGUESA,11,1,5
2020-04-26,18:00:00,PRACA DA BANDEIRA,6,0,3
2020-04-26,18:00:00,PRACA SECA,20,1,14
2020-04-26,18:00:00,PRAIA DA BANDEIRA,2,0,2
2020-04-26,18:00:00,QUINTINO BOCAIUVA,10,2,4
2020-04-26,18:00:00,RAMOS,22,2,13
2020-04-26,18:00:00,REALENGO,75,14,33
2020-04-26,18:00:00,RECREIO DOS BANDEIRANTES,70,9,35
2020-04-26,18:00:00,RIACHUELO,6,1,2
2020-04-26,18:00:00,RIBEIRA,2,1,1
2020-04-26,18:00:00,RICARDO ALBUQUERQUE,6,0,2
2020-04-26,18:00:00,RIO COMPRIDO,32,3,18
2020-04-26,18:00:00,ROCHA,9,0,7
2020-04-26,18:00:00,ROCHA MIRANDA,21,2,11
2020-04-26,18:00:00,ROCINHA,54,6,30
2020-04-26,18:00:00,SAMPAIO,4,0,4
2020-04-26,18:00:00,SANTA CRUZ,41,9,17
2020-04-26,18:00:00,SANTA TERESA,18,1,13
2020-04-26,18:00:00,SANTISSIMO,24,2,13
2020-04-26,18:00:00,SANTO CRISTO,8,1,2
2020-04-26,18:00:00,SAO CONRADO,34,1,27
2020-04-26,18:00:00,SAO CRISTOVAO,19,1,10
2020-04-26,18:00:00,SAO FRANCISCO XAVIER,3,0,2
2020-04-26,18:00:00,SAUDE,1,0,1
2020-04-26,18:00:00,SENADOR CAMARA,18,2,8
2020-04-26,18:00:00,SENADOR VASCONCELOS,6,1,2
2020-04-26,18:00:00,SEPETIBA,11,3,4
2020-04-26,18:00:00,TANQUE,10,2,3
2020-04-26,18:00:00,TAQUARA,44,2,23
2020-04-26,18:00:00,TAUA,11,1,4
2020-04-26,18:00:00,TIJUCA,169,16,80
2020-04-26,18:00:00,TODOS OS SANTOS,9,1,4
2020-04-26,18:00:00,TOMAS COELHO,7,1,3
2020-04-26,18:00:00,TURIACU,2,0,1
2020-04-26,18:00:00,URCA,8,0,5
2020-04-26,18:00:00,VARGEM GRANDE,6,0,5
2020-04-26,18:00:00,VARGEM PEQUENA,3,1,2
2020-04-26,18:00:00,VAZ LOBO,14,1,6
2020-04-26,18:00:00,VICENTE DE CARVALHO,13,4,7
2020-04-26,18:00:00,VIDIGAL,6,1,2
2020-04-26,18:00:00,VIGARIO GERAL,18,5,4
2020-04-26,18:00:00,VILA DA PENHA,18,4,10
2020-04-26,18:00:00,VILA ISABEL,68,7,30
2020-04-26,18:00:00,VILA KENNEDY,1,1,0
2020-04-26,18:00:00,VILA KOSMOS,8,0,4
2020-04-26,18:00:00,VILA VALQUEIRE,16,2,3
2020-04-26,18:00:00,VISTA ALEGRE,11,1,3
2020-04-27,18:00:00,ABOLICAO,8,1,4
2020-04-27,18:00:00,ACARI,11,2,5
2020-04-27,18:00:00,AGUA SANTA,1,0,1
2020-04-27,18:00:00,ALTO DA BOA VISTA,8,1,4
2020-04-27,18:00:00,ANCHIETA,35,1,24
2020-04-27,18:00:00,ANDARAI,20,1,12
2020-04-27,18:00:00,ANIL,19,0,15
2020-04-27,18:00:00,BANCARIOS,5,2,1
2020-04-27,18:00:00,BANGU,91,13,49
2020-04-27,18:00:00,BARRA DA TIJUCA,246,11,172
2020-04-27,18:00:00,BARROS FILHO,12,2,6
2020-04-27,18:00:00,BENFICA,17,4,9
2020-04-27,18:00:00,BENTO RIBEIRO,16,1,9
2020-04-27,18:00:00,BONSUCESSO,52,9,23
2020-04-27,18:00:00,BOTAFOGO,129,6,93
2020-04-27,18:00:00,BRAS DE PINA,28,5,13
2020-04-27,18:00:00,CACHAMBI,19,0,10
2020-04-27,18:00:00,CACUIA,7,2,3
2020-04-27,18:00:00,CAJU,7,1,3
2020-04-27,18:00:00,CAMORIM,3,0,3
2020-04-27,18:00:00,CAMPINHO,7,1,1
2020-04-27,18:00:00,CAMPO DOS AFONSOS,1,0,1
2020-04-27,18:00:00,CAMPO GRANDE,144,20,72
2020-04-27,18:00:00,CASCADURA,10,1,6
2020-04-27,18:00:00,CATETE,19,2,10
2020-04-27,18:00:00,CATUMBI,11,1,7
2020-04-27,18:00:00,CAVALCANTE,4,0,3
2020-04-27,18:00:00,CENTRO,49,2,34
2020-04-27,18:00:00,CIDADE DE DEUS,17,3,5
2020-04-27,18:00:00,CIDADE NOVA,1,0,1
2020-04-27,18:00:00,CIDADE UNIVERSITARIA,2,0,1
2020-04-27,18:00:00,COCOTA,2,1,0
2020-04-27,18:00:00,COELHO NETO,20,2,12
2020-04-27,18:00:00,COLEGIO,17,2,10
2020-04-27,18:00:00,COMPLEXO DO ALEMAO,2,0,2
2020-04-27,18:00:00,COPACABANA,231,23,147
2020-04-27,18:00:00,CORDOVIL,18,1,10
2020-04-27,18:00:00,COSME VELHO,8,1,7
2020-04-27,18:00:00,COSMOS,17,1,12
2020-04-27,18:00:00,COSTA BARROS,14,0,9
2020-04-27,18:00:00,CURICICA,13,2,8
2020-04-27,18:00:00,DEL CASTILHO,14,1,8
2020-04-27,18:00:00,DEODORO,12,1,4
2020-04-27,18:00:00,ENCANTADO,7,1,1
2020-04-27,18:00:00,ENGENHO DA RAINHA,16,2,10
2020-04-27,18:00:00,ENGENHO DE DENTRO,17,0,12
2020-04-27,18:00:00,ENGENHO NOVO,36,2,14
2020-04-27,18:00:00,ESTACIO,9,1,6
2020-04-27,18:00:00,FLAMENGO,75,6,49
2020-04-27,18:00:00,FORA DO MUNICIPIO,152,1,128
2020-04-27,18:00:00,FREGUESIA-ILHA,15,0,14
2020-04-27,18:00:00,FREGUESIA-JPA,31,2,19
2020-04-27,18:00:00,GALEAO,5,2,2
2020-04-27,18:00:00,GAMBOA,1,0,1
2020-04-27,18:00:00,GARDENIA AZUL,8,3,4
2020-04-27,18:00:00,GAVEA,32,5,19
2020-04-27,18:00:00,GLORIA,5,0,2
2020-04-27,18:00:00,GRAJAU,25,1,14
2020-04-27,18:00:00,GUADALUPE,18,1,9
2020-04-27,18:00:00,GUARATIBA,18,2,7
2020-04-27,18:00:00,HIGIENOPOLIS,9,0,7
2020-04-27,18:00:00,HONORIO GURGEL,8,0,3
2020-04-27,18:00:00,HUMAITA,19,0,13
2020-04-27,18:00:00,INDEFINIDO,1309,40,444
2020-04-27,18:00:00,INHAUMA,30,4,15
2020-04-27,18:00:00,INHOAIBA,9,1,3
